pais;area_carrera;nombre_carrera;genero;fecha_registro;universidad_limpia;edad_num;semestre_num;pert_curriculo_alineado_num;pert_promocion_digital_num;pert_preparacion_trabajos_futuros_num;pert_integracion_ia_asignaturas_num;pert_fomento_adaptabilidad_num;conf_seguridad_empleo_num;conf_perfil_competitivo_num;conf_habilidades_blandas_ventaja_num;conf_conocimiento_ia_oportunidad_num;eval_docente_capacitado_ia_num;eval_universidad_fomenta_innovacion_num;eval_universidad_recursos_adecuados_num;eval_recomendacion_general_num;rol_profesor_facilitador_num;rol_profesor_habilidades_humanas_num;rol_profesor_reemplazo_ia_num;comp_analisis_datos_num;comp_ciberseguridad_num;comp_programacion_num;comp_manejo_ia_num;comp_pensamiento_critico_num;comp_comunicacion_digital_num;comp_adaptabilidad_num;comp_creatividad_num;comp_colaboracion_num;conf_habilidades_tecnicas_imp_num;conf_habilidades_blandas_imp_num;conf_experiencia_practica_imp_num;conf_networking_imp_num;conf_titulo_imp_num;COMPETENCIAS_IA_Promedio;PERTINENCIA_LABORAL_Promedio;CONFIANZA_LABORAL_Promedio;IMPORTANCIA_FACTORES_Promedio;EVALUACIÓN_DOCENTE_Promedio;ROL_PROFESORADO_Promedio
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T15:09:31;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;2;3;3;3;3;3.0;3.0;;;2;3;2;3;3;3;3;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3;2.0;3.0;3;2.888888888888889;2.8;3.0;2.6;2.5;3.0
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T15:10:05;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;4;5;4;5;4;;;;;5;4;5;4;4;4;3;3.0;2.0;1.0;2.0;3.0;3.0;4.0;4.0;4.0;5.0;5;4.0;5.0;5;2.888888888888889;4.4;;4.8;4.5;3.6666666666666665
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Masculino;2025-10-22T15:10:07;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.111111111111111;3.0;3.0;3.0;3.0;3.0
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Masculino;2025-10-22T15:10:11;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;3;4;4;3;3;;;;;3;4;4;4;5;3;1;3.0;2.0;1.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;3;2.0;;4;2.3333333333333335;3.4;;3.25;3.75;3.0
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T15:10:12;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;4;3;4;2;4;;;;;2;3;2;3;4;5;2;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;4.0;4;4.0;4.0;5;2.6666666666666665;3.4;;4.2;2.5;3.6666666666666665
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T15:12:06;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;5;5;4;3;5;;;;;5;5;4;4;4;4;2;4.0;3.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4;5.0;5.0;5;3.6666666666666665;4.4;;4.6;4.5;3.3333333333333335
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Masculino;2025-10-22T15:12:52;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;5;5;5;5;5;;;;;5;5;5;5;5;5;5;;;;;;;;;;5.0;5;5.0;5.0;5;;5.0;;5.0;5.0;5.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:17:26;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;4;4;4;4;4;;;;;3;3;3;3;3;3;3;4.0;2.0;2.0;3.0;4.0;3.0;4.0;3.0;3.0;2.0;4;3.0;3.0;3;3.111111111111111;4.0;;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:18:08;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);27;8;4;4;5;5;5;;;;;5;5;5;5;5;5;5;3.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;4.0;4;5.0;5.0;5;2.6666666666666665;4.6;;4.6;5.0;5.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:19:10;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;5;5;5;5;5;;;;;3;3;3;3;4;4;4;2.0;1.0;1.0;3.0;2.0;2.0;3.0;3.0;2.0;5.0;5;5.0;5.0;5;2.111111111111111;5.0;;5.0;3.0;4.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:20:24;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;2;3;2;2;2;;;3.0;3.0;2;2;2;2;4;4;4;3.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;2;2.0;2.0;2;2.6666666666666665;2.2;3.0;2.0;2.0;4.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:20:27;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;3;3;2;3;3;;;;;2;3;2;3;3;3;2;3.0;3.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;4;3.0;3.0;4;3.5555555555555554;2.8;;3.4;2.5;2.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:20:36;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;5;5;4;5;5;;;;;5;5;5;5;5;5;3;4.0;4.0;4.0;4.0;4.0;4.0;;;4.0;5.0;5;5.0;5.0;5;4.0;4.8;;5.0;5.0;4.333333333333333
Ecuador;Ingeniería y Tecnología;Ingeniería en telemática;Femenino;2025-10-22T15:20:48;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;3;4;3;4;4;3.0;3.0;;;4;3;4;4;4;3;3;2.0;2.0;2.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;4;4.0;3.0;5;3.111111111111111;3.6;3.0;3.8;3.75;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:20:53;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;4;4;4;3;4;;;;;4;3;5;5;4;4;4;3.0;3.0;3.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;4;4.0;4.0;5;3.4444444444444446;3.8;;4.2;4.25;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:21:20;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;3;3;3;3;3;;;3.0;3.0;4;4;4;4;4;4;2;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;4.0;3.3333333333333335
Colombia;Otro;Derecho;Masculino;2025-10-22T15:21:26;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;4;4;3;4;4;3.0;3.0;3.0;3.0;4;4;4;4;4;4;4;3.0;3.0;2.0;3.0;4.0;4.0;4.0;4.0;3.0;3.0;3;3.0;3.0;3;3.3333333333333335;3.8;3.0;3.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:22:03;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;4.0;2.0;2.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4;4.0;4.0;4;3.4444444444444446;4.0;;4.0;4.0;4.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T15:22:08;Universidad De Envígado;20;8;4;3;2;2;3;;3.0;;;2;3;2;4;4;4;3;4.0;3.0;4.0;4.0;4.0;;4.0;2.0;3.0;4.0;4;5.0;5.0;5;3.5;2.8;3.0;4.6;2.75;3.6666666666666665
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:22:42;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;3;4;2;3;5;;;;;3;5;3;4;4;4;2;4.0;2.0;1.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;4;5.0;4.0;5;3.111111111111111;3.4;;4.2;3.75;3.3333333333333335
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T15:22:49;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);24;8;3;2;2;1;4;3.0;;;;2;2;2;2;4;5;1;3.0;2.0;1.0;3.0;4.0;;4.0;;4.0;4.0;5;3.0;3.0;5;3.0;2.4;3.0;4.0;2.0;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:23:14;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;5;5;4;3;4;;;;;5;5;5;5;5;5;5;3.0;2.0;2.0;4.0;3.0;4.0;4.0;4.0;4.0;5.0;5;5.0;4.0;5;3.3333333333333335;4.2;;4.8;5.0;5.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T15:23:25;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;3;3;3;5;4;;;;;2;3;3;3;5;5;2;4.0;3.0;4.0;4.0;;;;4.0;;4.0;5;5.0;5.0;5;3.8;3.6;;4.8;2.75;4.0
Colombia;Otro;Derecho;Femenino;2025-10-22T15:23:28;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;3;2;2;2;2;3.0;;;;3;3;2;3;5;5;5;3.0;2.0;1.0;3.0;3.0;3.0;4.0;4.0;4.0;2.0;4;5.0;3.0;5;3.0;2.2;3.0;3.8;2.75;5.0
Colombia;Otro;DERECHO;Femenino;2025-10-22T15:23:34;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;3;2;2;1;2;3.0;;;;3;3;2;3;5;5;1;3.0;2.0;1.0;3.0;3.0;3.0;4.0;2.0;4.0;2.0;4;5.0;2.0;5;2.7777777777777777;2.0;3.0;3.6;2.75;3.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:23:48;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;5;5;5;4;4;;;;;4;4;3;4;4;4;4;3.0;2.0;2.0;3.0;3.0;4.0;4.0;3.0;3.0;4.0;5;5.0;4.0;4;3.0;4.6;;4.4;3.75;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:24:19;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;3.0;3.0;3.0;2.0;4.0;3.0;4.0;4.0;4.0;4.0;4;4.0;4.0;4;3.3333333333333335;4.0;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:24:30;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;3;4;4;;;;;4;4;4;4;4;4;3;3.0;2.0;2.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;4;4.0;4.0;4;3.2222222222222223;3.8;;3.8;4.0;3.6666666666666665
Ecuador;Ingeniería y Tecnología;Software;Femenino;2025-10-22T15:24:41;Escuela Superior De Chimborazo;21;8;2;3;3;4;4;;;;;4;4;4;4;4;4;4;4.0;3.0;4.0;3.0;3.0;4.0;3.0;3.0;4.0;4.0;4;4.0;4.0;4;3.4444444444444446;3.2;;4.0;4.0;4.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:24:47;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;3;4;3;2;4;;;;;4;3;3;4;4;4;2;3.0;2.0;3.0;3.0;4.0;3.0;4.0;3.0;4.0;4.0;5;4.0;5.0;5;3.2222222222222223;3.2;;4.6;3.5;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T15:26:42;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;3.0;3.0
Ecuador;Ingeniería y Tecnología;Ingeniería de software;Prefiero no decirlo;2025-10-22T15:27:24;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;3;2;3;4;3.0;3.0;3.0;;3;3;4;3;4;3;3;3.0;2.0;4.0;4.0;3.0;3.0;3.0;4.0;2.0;4.0;4;3.0;3.0;3;3.111111111111111;3.0;3.0;3.4;3.25;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Carrera de Finanzas;Femenino;2025-10-22T15:28:38;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;4;4;4;3;4;;;;;4;4;4;4;4;4;4;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;2.7777777777777777;3.8;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:29:43;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;1;1;3;1;2;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;2.0;2.0;;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.0;1.6;3.0;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:30:51;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;4;4;4;3;4;;;;3.0;4;4;4;4;4;4;4;4.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;4;4.0;4.0;4;2.6666666666666665;3.8;3.0;3.8;4.0;4.0
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Femenino;2025-10-22T15:31:27;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);39;8;3;4;3;4;4;;;;;4;4;4;4;4;4;2;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;4.0;4;4.0;4.0;4;1.7777777777777777;3.6;;4.0;4.0;3.3333333333333335
Ecuador;Otro;Finanzas;Femenino;2025-10-22T15:32:23;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;4;4;4;3;4;3.0;3.0;3.0;;3;5;5;5;5;4;4;3.0;4.0;3.0;4.0;3.0;4.0;4.0;4.0;3.0;4.0;4;4.0;4.0;5;3.5555555555555554;3.8;3.0;4.2;4.5;4.333333333333333
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:33:53;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;3;4;3;3;3.0;3.0;;;4;3;3;4;4;2;3;4.0;1.0;2.0;4.0;3.0;3.0;3.0;4.0;3.0;4.0;3;3.0;3.0;2;3.0;3.4;3.0;3.0;3.5;3.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:34:21;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;4;4;4;3;4;;;;;4;4;4;4;5;5;5;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;4;5.0;4.0;5;3.2222222222222223;3.8;;4.4;4.0;5.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:35:08;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;3;4;3;4;3.0;;;;3;3;3;3;4;5;4;4.0;3.0;3.0;3.0;2.0;3.0;4.0;3.0;3.0;4.0;4;4.0;3.0;4;3.111111111111111;3.6;3.0;3.8;3.0;4.333333333333333
Ecuador;Ciencias Económicas y Administrativas;Fiananzas;Femenino;2025-10-22T15:35:12;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;3;3;3;3;;;;;4;4;4;4;4;4;4;4.0;2.0;3.0;1.0;4.0;3.0;4.0;4.0;3.0;4.0;4;4.0;4.0;5;3.111111111111111;3.0;;4.2;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:35:42;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.4;3.0;3.0;3.0;3.0
Ecuador;Otro;Finanzas;Femenino;2025-10-22T15:36:25;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;3;3;4;4;;;;;4;4;4;4;4;4;4;4.0;4.0;2.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.2222222222222223;3.4;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:36:34;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);20;8;5;5;5;5;5;;;;;4;5;5;5;5;5;3;4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5;4.0;5.0;5;3.888888888888889;5.0;;4.8;4.75;4.333333333333333
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:36:44;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;4;4;3;3;4;;;;;4;5;5;5;4;5;4;3.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;5.0;5;5.0;5.0;5;3.6666666666666665;3.6;;5.0;4.75;4.333333333333333
Ecuador;Otro;FINANZAS;Femenino;2025-10-22T15:37:10;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:37:48;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;4;4;4;3.0;3.0;;3.0;4;4;4;4;4;4;4;2.0;2.0;3.0;1.0;4.0;4.0;3.0;4.0;3.0;5.0;4;4.0;4.0;4;2.888888888888889;4.0;3.0;4.2;4.0;4.0
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Femenino;2025-10-22T15:37:57;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);25;8;3;4;2;1;3;3.0;3.0;3.0;3.0;3;4;3;3;2;3;2;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2;4.0;4.0;3;2.7777777777777777;2.6;3.0;3.0;3.25;2.3333333333333335
Ecuador;Ciencias de la Salud;BIOQUÍMICA y farmacia;Femenino;2025-10-22T15:39:35;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;3;3;3;3;;;;;4;4;4;4;4;4;4;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4;4.0;4.0;4;2.0;3.0;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T15:40:26;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;4;3;4;4;;;;;4;4;4;4;4;5;4;4.0;3.0;4.0;;;;;;;4.0;5;5.0;5.0;5;3.6666666666666665;3.6;;4.8;4.0;4.333333333333333
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:41:36;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;5;4;3;3;4;;3.0;;;3;4;3;4;4;4;3;3.0;3.0;1.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;5;5.0;5.0;5;3.2222222222222223;3.8;3.0;4.8;3.5;3.6666666666666665
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:41:40;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);28;8;3;3;3;3;4;;;;;3;3;3;5;4;5;1;4.0;3.0;2.0;3.0;4.0;3.0;4.0;4.0;;3.0;5;5.0;5.0;3;3.375;3.2;;4.2;3.5;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:41:57;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;3;3;3;2;2;;;;;3;5;5;5;5;5;5;4.0;1.0;2.0;3.0;4.0;4.0;4.0;4.0;3.0;4.0;5;5.0;5.0;5;3.2222222222222223;2.6;;4.8;4.5;5.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T15:41:59;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;1;2;1;1;1;;;;;3;3;3;2;3;4;2;2.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;5.0;5;5.0;5.0;4;1.5555555555555556;1.2;;4.8;2.75;3.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T15:42:07;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;3;3;3;;;;;3;4;4;4;5;4;3;3.0;1.0;2.0;4.0;1.0;3.0;2.0;2.0;2.0;3.0;3;3.0;2.0;5;2.2222222222222223;3.4;;3.2;3.75;4.0
Colombia;Otro;Derecho;Femenino;2025-10-22T15:42:24;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;2;2;1;1;4;;;;;2;2;3;2;4;4;3;1.0;1.0;1.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4;4.0;4.0;5;2.7777777777777777;2.0;;4.2;2.25;3.6666666666666665
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T15:42:52;Institucion Universitaria De Envigado;19;8;3;3;3;3;4;;;;3.0;3;3;3;3;5;3;1;4.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;2.0;4;3.0;4.0;5;3.7777777777777777;3.2;3.0;3.6;3.0;3.0
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Masculino;2025-10-22T15:44:08;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;3;4;3;3;3.0;3.0;3.0;;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.2;3.0;3.0;3.0;3.0
Ecuador;Otro;Finanzas;Femenino;2025-10-22T15:44:21;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;4;4;4;4;4;;;;;3;3;4;4;4;4;1;2.0;2.0;2.0;1.0;3.0;2.0;3.0;3.0;4.0;4.0;4;4.0;4.0;4;2.4444444444444446;4.0;;4.0;3.5;3.0
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Masculino;2025-10-22T15:46:28;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Masculino;2025-10-22T15:47:44;Escuela Superior Politecnica De Chimborazo;23;8;4;3;3;3;3;;3.0;3.0;3.0;5;5;5;5;4;5;2;3.0;2.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;3.0;4;4.0;3.0;4;3.111111111111111;3.2;3.0;3.6;5.0;3.6666666666666665
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Femenino;2025-10-22T15:48:13;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;2;2;4;4;;;;;4;2;2;2;4;5;2;2.0;3.0;1.0;3.0;2.0;3.0;2.0;2.0;2.0;4.0;4;5.0;5.0;5;2.2222222222222223;3.2;;4.6;2.5;3.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:49:16;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);27;8;4;4;4;2;3;3.0;;3.0;3.0;4;4;4;3;3;4;4;3.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;3;3.0;3.0;3;3.4444444444444446;3.4;3.0;3.0;3.75;3.6666666666666665
Ecuador;Ciencias de la Salud;Bioquímica y farmacia;Femenino;2025-10-22T15:49:39;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;4;4;4;;;;;3;3;3;3;4;4;4;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.5555555555555554;4.0;;3.0;3.0;4.0
Colombia;Ciencias Económicas y Administrativas;Contaduría pública;Femenino;2025-10-22T15:51:11;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);27;9;3;3;2;3;4;;;;3.0;3;3;3;3;4;4;2;4.0;3.0;2.0;3.0;4.0;4.0;;;;3.0;4;4.0;4.0;5;3.3333333333333335;3.0;3.0;4.0;3.0;3.3333333333333335
Colombia;Ciencias Económicas y Administrativas;Contaduría publica;Masculino;2025-10-22T15:52:11;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);26;9;2;3;2;3;3;;;3.0;;4;3;3;3;3;4;3;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;4.0;3;4.0;4.0;4;2.2222222222222223;2.6;3.0;3.8;3.25;3.3333333333333335
Ecuador;Ingeniería y Tecnología;Ingeniería de Software;Masculino;2025-10-22T15:52:18;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);25;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;1.0;1.0;1.0;;2.0;2.0;2.0;2.0;2.0;4.0;4;4.0;4.0;4;1.625;4.0;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T15:54:08;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;3;3;3;3;3.0;3.0;3.0;;3;3;3;3;3;3;3;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;3;3.0;3.0;3;2.0;3.0;3.0;3.0;3.0;3.0
